start	end	text
18922100	18928100	We're back on the bill. Representative, you still have the floor.
18928100	18933100	Thank you. Please vote no on this bill.
18933100	18951100	Is there any further discussion? The chair recognizes Representative McDonald for the second time.
18951100	18953100	Thank you, Mr. Chair.
18954100	18957100	You know, I can't quit thinking about this construction thing.
18957100	18965100	And while I've been given assurances from the bring of the bill that we aren't going to have to do any construction.
18965100	18969100	I heard something conflicting from my friend from garden city.
18969100	18975100	He said there aren't going to be very many instances where we have to redo bathrooms.
18975100	18989100	So, whether it's not very many or, or none, just to be safe so that we can look out for our municipalities, I have an amendment.
18989100	19004100	The amendment appears short clerk will read.
19004100	19010100	I move to amend house substitute for SB 244 on page two following line 22 by inserting.
19010100	19016100	Three, the subsections shall not apply any public building in existence on the effective date of this act.
19016100	19022100	Compliance with the provisions of this subsection requiring the governing body or the chief administrative officer.
19022100	19027100	If no governing body exists to remodel or reconstruct such public building.
19027100	19030100	Representative, you may explain your amendment.
19030100	19032100	Thank you, Mr. Chair.
19032100	19041100	You know, we haven't even spoken with our municipalities yet because we haven't given it. We haven't been given the time to do that. And so out of an abundance of caution.
19041100	19045100	I think in consideration for our municipalities or schools.
19045100	19048100	Our community colleges, our universities.
19048100	19057100	We need to probably go ahead and vote in this amendment because this gives us a chance to grandfather it in any current buildings that are.
19057100	19063100	Already owned by the state or the municipalities any any government owned building.
19063100	19065100	This would not apply to them.
19065100	19071100	I understand that you guys feel like this is an urgent thing, but if really there are no.
19071100	19078100	Construction costs associated or if there aren't very many, then then this should be an easy yes for you all.
19078100	19087100	It's fine for us to go ahead and from here forward, keep this in mind. We build new bathroom facilities and new government buildings.
19087100	19094100	But for the government buildings that already exist, my amendment would just grandfather it in so that this would not apply.
19094100	19096100	We wouldn't have to worry about construction.
19096100	19101100	And we can move forward with this in mind as we design bathrooms in the future.
19101100	19105100	I stand for questions.
19105100	19116100	Is there any member wishing to speak to the amendment? The chair recognizes representative Humphreys.
19116100	19122100	Thank you, Mr. Chair. I would just ask for you to vote this amendment down. Thank you.
19122100	19127100	Is there any further discussion? Seeing none represent McDonald, you may close.
19127100	19132100	I guess I'm a little puzzled if this is going to not cause any construction.
19132100	19135100	What does it hurt to vote? Yes, on this amendment.
19135100	19151100	I understand that we have been a little bit trying today and we've been dragging things out, but I bring this amendment with serious concern about the finances for our municipalities or school districts for the repercussions intended or not.
19151100	19158100	This really helps give some surety. This law is very vague in this area.
19158100	19173100	So I'd really appreciate a yes vote on my amendment so that we can make sure and reassure all of our constituents, our cities, our schools that we're not going to raise property taxes to fix bathrooms to comply with this bill in the next month.
19173100	19182100	We can just make sure that every existing government building does not apply and we can move forward with this in mind.
19182100	19188100	Do you close on your amendment? I was trying to remember. I close on my amendment. Thank you.
19188100	19195100	You've heard the motion by represent McDonald do amend all those in favor signify by saying aye.
19195100	19200100	All opposed nay.
19200100	19206100	The nays appear to have it. The nays do have it. The motion fails. You still have the floor representative.
19206100	19212100	I really appreciate the enthusiasm I'm hearing in this room at this late hour.
19212100	19217100	Thank you for your patience. Thank you, especially to the gallery for those of you who have stuck with us.
19217100	19223100	And thank you for those of you who are watching online. I just want Kansas to understand.
19223100	19234100	This is serious legislation. We are here for serious purposes and there are going to be a lot of unintended consequences and lawsuits as a result of these poor decisions today.
19234100	19238100	I'll be voting no on this bill. Thank you for your patience.
19238100	19256100	Is there further discussion? The chair recognizes representative car.
19256100	19259100	Thank you, Mr. Chair.
19260100	19277100	Small people. I'm blessed. You should be too. With the carry of the bill, please stand for a question.
19277100	19291100	I am just curious as to the origin of this particular legislation with this.
19291100	19304100	By any means be associated with what the maga movement has in detailed in project 2025.
19304100	19311100	I'm not familiar with exactly what you're talking about, which part of the maga movement in 2025 that you're referring to.
19311100	19316100	So the part of the maga movement in 2025, this sounds exactly like the bill you're introducing. That part.
19316100	19324100	Well, you know, it's funny. When I was doing research on this and what I was going to do, I went back to 2017.
19324100	19331100	We had a similar bill in this house that was introduced in the house and the Senate actually.
19331100	19338100	So, you know, this is the dignity of women being able to be in private spaces goes.
19338100	19352100	Goes back a long time and I don't think it's was initiated by any one event, but maybe the myriad of instances that I'll talk about later where women have not been safe in private places.
19353100	19362100	I didn't ask a question about the event or the private places. My question was, was this bill introduced because of what's in project 2025.
19362100	19365100	Thank you. Not that I know what.
19365100	19369100	Well, just so you know, if you didn't know.
19369100	19376100	Almost this exact language is in that project 2025 bill.
19376100	19380100	You know, I have to say this that says I've been here this.
19380100	19384100	You know, this has been very interesting.
19384100	19389100	You know, I don't have many people that I consider friends.
19389100	19392100	I just don't. I'm not that kind of guy.
19392100	19402100	And in that I certainly don't have friends that are members of alternative lifestyles.
19403100	19412100	However, however, I do understand when people are being singled out.
19412100	19417100	For whatever reason, you know, and.
19417100	19427100	My mother raised me not just to take care of myself, but to additionally take care of those people who are unable.
19427100	19431100	To adequately defend themselves.
19431100	19434100	And I'm afraid this is what we had.
19434100	19441100	You know, I know what this feels like.
19441100	19452100	One of my colleagues stood here earlier and gave us some detailed history about an experience that she had earlier in life.
19453100	19457100	As I look at this this this piece of legislation, I can tell you about it.
19457100	19463100	I can give you a detailed experience about something that happened to me.
19463100	19467100	Not so long ago in life.
19467100	19484100	As this legislation attempts to point out that there are fears in women because of certain people.
19484100	19488100	I can tell you that.
19488100	19491100	I have been a victim.
19492100	19496100	Of some of that not too long ago.
19496100	19501100	In a place where I was employed.
19501100	19505100	A complaint was filed against me.
19505100	19511100	For being nothing more than a scary black man.
19511100	19515100	Not that I've done anything.
19515100	19517100	But.
19517100	19525100	I was simply a scary black man and then I was forced to defend myself.
19525100	19528100	Because of what I would consider.
19528100	19531100	Bigoted behavior.
19531100	19534100	And that's what we have here.
19534100	19536100	In my opinion.
19537100	19539100	We have.
19539100	19541100	Bigoted behavior.
19541100	19543100	That has.
19543100	19546100	Generated legislation.
19546100	19548100	In an attempt.
19548100	19553100	To take advantage of people.
19553100	19556100	I'm not impunity in the motives of anybody.
19556100	19561100	I'm telling a story about what took place here and excuse me young lady if you weren't here.
19561100	19563100	You should probably read about it.
19564100	19573100	There will be a storm in the chamber represent please refrain from adjusting your colleagues in the chamber.
19573100	19577100	I don't believe I addressed anyone in particular.
19577100	19586100	As I look as I look around the room there's more than one person that might be considered female.
19586100	19591100	In the room.
19592100	19594100	I'll continue.
19594100	19597100	Again.
19597100	19599100	This legislation.
19599100	19603100	That can certainly be construed.
19603100	19610100	As taking advantage of certain groups of people.
19610100	19615100	That we have spent hours and hours and hours today.
19615100	19619100	We have absolutely overlooked.
19619100	19624100	All of those things that may have been more advantageous.
19624100	19626100	To Kansans.
19626100	19634100	But this is what we choose to spend our time debating.
19634100	19637100	And it singles out a group of people.
19637100	19640100	Who again.
19640100	19648100	May not be able to stand and fight for themselves I would just like to say thank you to my colleagues for putting up such a fight.
19649100	19654100	I would urge you to vote against this bill.
19654100	19658100	Because as what one of my colleagues mentioned earlier.
19658100	19660100	Yeah.
19660100	19663100	This sounds an awful lot.
19663100	19665100	Like.
19665100	19669100	Laws in the past that.
19669100	19672100	Kept certain people from bathrooms.
19672100	19674100	Drinking fountains.
19674100	19677100	The front doors of businesses.
19677100	19680100	I won't even continue.
19680100	19682100	You know where I'm going.
19682100	19685100	So I urge you not to support this.
19685100	19688100	I don't have much.
19688100	19691100	Faith in the fact that you won't.
19692100	19694100	Thank you anyway.
19694100	19700100	Is there further discussion the chair recognizes represent mostly.
19700100	19703100	Or the second time.
19722100	19726100	Thank you, Mr. Chairman.
19726100	19731100	And thank you, everyone for, you know, it's been out over here.
19731100	19734100	But thank you all for sticking around for this.
19734100	19737100	I think this is a very important topic.
19737100	19742100	The conversation has come up of what is this going to cost us.
19742100	19746100	And I know that we're thinking about it in taxpayer dollars.
19747100	19751100	I want to hark in with one of my previous colleagues what they said.
19751100	19754100	Back in the day when they had separate but equal.
19754100	19757100	One of the things that we failed to talk about when we have those
19757100	19761100	conversations is we fail to talk about the fact that a lot of folks were
19761100	19765100	paying taxpayer dollars to keep buildings running and then they were
19765100	19766100	not able to have access to it.
19766100	19768100	I'm going to let my friend wake up over here.
19768100	19769100	He's sleeping.
19769100	19771100	You're not enough a little bit.
19771100	19774100	So I would say that yes, that is a problem.
19774100	19775100	But that's not why I'm here.
19775100	19778100	I'm here to talk about what it will cost us.
19778100	19782100	There's a state that's to the east of us known as North Carolina.
19782100	19784100	They try to pass a very similar bill.
19784100	19788100	I know that we're very excited for things like the Chiefs coming here
19788100	19789100	and they're going to play here.
19789100	19791100	We're very excited about having the World Cup.
19791100	19794100	We're very excited about potentially be able to bring in new business
19794100	19795100	and all those things.
19795100	19797100	But you know what businesses doesn't like.
19797100	19801100	They don't like they don't like for their people to not feel safe to be here.
19801100	19803100	We do not have mountains.
19803100	19806100	We do not have oceans, but we do have good schools.
19806100	19808100	We have good people in Kansas.
19808100	19811100	And what we're doing here is we're going to make it where Kansas is going to
19811100	19815100	become less less enticing for people to come here.
19815100	19821100	For instance, when North Carolina passed their bill in 2017,
19821100	19825100	it cost the state $3.76 billion.
19825100	19830100	$3.76 billion because of the fact that they lost opportunities to host
19830100	19831100	NCAA championships.
19831100	19834100	They lost opportunities to host the all-star game.
19834100	19836100	They lost opportunities to do all those things.
19836100	19843100	So all the celebration that you're doing for the socialized building of the
19843100	19847100	Kansas City Chiefs stadium is all going to go to waste.
19847100	19848100	What happens?
19848100	19851100	Oh, you know, the Kansas City Chiefs might be, you might carve that out,
19851100	19853100	even though that is a publicly owned business.
19853100	19855100	Seems like you guys care about business in that front.
19855100	19858100	But what are people going to feel like when they want to come to our other
19858100	19859100	institutions?
19859100	19860100	They'll feel safe in Kansas.
19860100	19863100	And I don't think people will feel safe in Kansas.
19863100	19864100	And I'm going to end with this.
19864100	19868100	I'm going to once again remind you that you are more likely to be hurt by a
19868100	19872100	member of the clergy than you are by a trans person.
19872100	19874100	So I'm going to end with this.
19877100	19878100	One second.
19883100	19885100	First, I'm going to talk about Ted Hager.
19885100	19890100	Ted Hager was a very anti-LGBT person who lost his church because he was
19890100	19891100	soliciting masseuses.
19891100	19893100	But those met masseuse was a lease of age.
19893100	19895100	So there's no threat with that.
19895100	19897100	Those could be two consenting adults.
19897100	19899100	So I don't care what two consenting adults do.
19899100	19902100	But I do care about what happens to children.
19902100	19906100	And I do care because it seems like everybody cares about that as well.
19906100	19909100	So I'm going to talk a little bit about
19910100	19915100	a new trial day set for youth pastor Zachary Radcliffe,
19915100	19920100	a child sexual abuse charges pile up to 60.
19920100	19924100	That is someone who performed at CPAC, a conservative organization.
19924100	19927100	And I'm also going to end with North Carolina Republican official who
19927100	19931100	secretly dropped his granddaughter and her friends hit with new charges.
19931100	19933100	None of those people were trans.
19933100	19934100	Thank you.
19935100	19937100	Is there further discussion?
19937100	19939100	The chair recognizes Representative Wooder.
19946100	19947100	Thank you, Mr. Chair.
19947100	19954100	And thank you, body for once again, another spirited discussion on an issue
19954100	19957100	that does nothing for lowering the cost of living in Kansas.
19957100	19960100	It does nothing to make it more affordable to live, work,
19960100	19963100	or raise a family in here, which is what we've continued to hear everyone
19963100	19967100	at the start of this session say they were going to be focused on.
19967100	19970100	Yet again, we're doing another culture war issue.
19970100	19974100	And that's going to be one of the first things we send to the governor's desk.
19974100	19978100	You know, I know that debates like this can sometimes get heated.
19978100	19981100	I know that there are times where people want to stand up and call point of order
19981100	19984100	and suggest that people are imputing the motives.
19984100	19990100	We have to start talking to each other more and listening to each other more.
19991100	19995100	This very bill and some of the proponents of it have even said
19995100	20000100	that this bathroom provision was brought because of one of our new colleagues.
20000100	20004100	It was just a few years ago where we had a former representative from Wichita
20004100	20009100	who was elected as the first openly trans legislator in Kansas
20009100	20013100	and a number of colleagues, actually only one colleague,
20013100	20018100	complained so much to the media that there was all this national attention about it.
20019100	20023100	That representative showed up to work, did her job and paid in peace.
20023100	20027100	And so when we see bills like this, it's once again one of those things where it's like,
20027100	20029100	what are we doing here?
20029100	20031100	I feel like this is not feel like I know.
20031100	20034100	This is the eighth year in a row that I've had to stand up here and say,
20034100	20038100	what on earth are we doing shrinking down government small enough to fit into our bathrooms,
20038100	20045100	our bedrooms, our physician offices, and everything else?
20045100	20050100	It's been a musical in high school called Year in Town where they were policing
20050100	20053100	who could go to the bathroom and how much they had to pay to pee.
20053100	20057100	And I thought it was so far fetched and wild.
20057100	20063100	And yet here we are debating a very similar reality.
20063100	20067100	The process with this bill is egregious.
20067100	20073100	And I know that some say, well, we followed what is allowed through the procedures and processes.
20073100	20079100	Kansans, whether you agree with them or disagree with them on this issue, deserve to be heard.
20079100	20083100	Anyone that supports this bill should be able to show up to a hearing and say so.
20083100	20089100	Anyone that is opposed to this bill should be able to show up and say so.
20089100	20093100	And through that hearing process and allowing testimony, which just the underlying bill,
20093100	20099100	the gender marker bill alone was scheduled with less than 24 hours notice.
20099100	20102100	And people had to turn in their testimony by 10am.
20102100	20107100	And luckily, thankfully to the chair in her office made an exception where people,
20107100	20113100	if they couldn't print those copies and turn them in on time, they were still able to have their testimony sent to the committee.
20113100	20114100	So I appreciate that.
20114100	20123100	But our office riled up every office assistant and intern we could find to get Kansans testimony printed, copied, and turned in.
20123100	20131100	If this isn't something that is so deeply unpopular to the public, then why are you doing it in a rushed and hidden process?
20131100	20137100	Again, you have the numbers. You have a super majority that you expanded after the last election.
20137100	20140100	You have the ability to pass these things.
20140100	20144100	You have the ability to schedule a hearing, allow the public to come way in.
20144100	20148100	And at the end of the day, we can get up here and debate and disagree.
20148100	20151100	And that's how the democratic process is supposed to work.
20152100	20162100	And so I hope and I know that the hour is long and people have been going all day and I feel for our revizers who stayed up all night and orally this morning getting these things done.
20162100	20171100	But shoving bills like this through the process this quickly is wrong.
20171100	20176100	I also heard a lot today about protecting Kansans.
20176100	20180100	And my disagree with your approach to doing so.
20180100	20190100	But through that, there is a very real situation if this bill is passed into law, where there is someone that does present as mail that shows up in a restroom.
20190100	20199100	There is a reality in which someone who has transitioned in a female shows up in a men's restroom if they're complying with the law.
20199100	20206100	In Kansas under our hate crime statutes, we penalize crimes at higher levels.
20206100	20215100	If someone walks into a restroom and a trans man who is buff and bearded and they decide that they're frustrated and they're going to take matters into their own hands.
20215100	20228100	Yes, it's a crime to assault someone, but doing so simply because of their gender identity or expression or sexual orientation should be included as an elevated level.
20228100	20239100	And with that, Mr. Chair, I have an amendment.
20239100	20246100	The amendment appears long. Is there objection to waiving the reading of the amendment?
20246100	20251100	Is there objection? Okay. There's an objection. Clerk will read.
20251100	20260100	I move to amend House substitute for SB 244 on page eight following line 29 by insertion is waived.
20260100	20266100	Would you like to explain the amendment representative? I would. Thank you, Mr. Chair.
20266100	20271100	This amendment essentially changes parts of the provisions of law.
20271100	20284100	And on page three of the amendment, you'll see the underlying portion that just in addition to our current hate crimes statutes that include race, color, religion, ethnicity, national origin.
20284100	20300100	Or sexual orientation of the victim of the offense was motivated. We are adding gender identity. So that way, if someone does create assault someone because of their gender identity, because they're following our law that they are added to our hate crimes.
20300100	20305100	And with that, I'd be happy to send for questions.
20305100	20310100	Is there any member wishing to speak to the amendment?
20310100	20327100	The chair recognizes, I'm sorry, the chair recognizes represent car Michael.
20327100	20333100	I'll share a few questions for the maker of the amendment.
20333100	20338100	Hello. Nice to see you, Mr. Leader.
20338100	20351100	This seems like a good idea. My recollection is that the United States Supreme Court decided a few years ago that.
20351100	20365100	Gender or at least as it relates to sexual orientation is in fact a protected class under the Americans with Disabilities Act. Do you recall if that's correct?
20365100	20372100	If you're proposing the question, I would assume maybe.
20372100	20380100	In all hander, the reason that I was a bit hesitant was I wasn't expecting to talk about this today.
20380100	20393100	Do you know if the Kansas Human Rights Commission is now accepting complaints that are based on same sex, if you will, discrimination.
20393100	20401100	Thank you for the question. It's my understanding that the Human Rights Commission has used that ruling on when it comes to non discrimination.
20401100	20410100	So before that ruling, it was legal under Kansas law to fire, deny housing or refuse business to people based on their sexual orientation or gender identity.
20410100	20421100	This I think is slightly different because this imposes penalties as a hate crime versus just the non discrimination portion of the Kansas Act against discrimination.
20421100	20425100	Thank you, Mr. Leader.
20426100	20443100	I do appreciate the leader refreshing my recollection because I wasn't thinking that we're going to be at this point this late in the afternoon, but he did point out the distinction that was the thrust of my questions, and that is under under this amendment.
20443100	20452100	It would make these types of offenses hate crimes as opposed to civil violations of either the Americans with disability.
20452100	20463100	Excuse me, under either the Civil Rights Act or under the Kansas Act against discrimination. And by the way, I referred a few moments ago to the ADA.
20464100	20474100	That may have applicability and some other context related to the bill, but that was not the thrust of what I was referring to and I apologize if I misled anyone.
20474100	20478100	Sounds like a very good idea to me long overdue. Thank you.
20478100	20482100	Is there further discussion on the amendment?
20482100	20488100	Chair recognizes represent Humphrey Humphreys.
20488100	20493100	Thank you, Mr. Chair. We will challenge their Germanus on this amendment.
20493100	20499100	The Germanus has been challenged. The rules may well meet in the Brenda judgment.
20518100	20521100	Thank you.
20548100	20554100	Thank you.
20578100	20584100	Thank you.
20608100	20614100	Thank you.
20638100	20644100	Thank you.
20668100	20674100	Thank you.
20698100	20705100	Thank you.
20728100	20735100	Thank you.
20758100	20765100	Thank you.
20788100	20795100	Thank you.
20818100	20825100	Thank you.
20848100	20876100	Thank you.
20876100	20883100	Would the rules chair make a ruling on the Germanus of the amendment?
20883100	20888100	I need Mike. There we go. Thank you. Thank you, Mr. Chair.
20888100	20898100	The amendment is not germane. The amendment concerns essentially some sort of attack on different individuals.
20898100	20901100	Hello, concerns.
20901100	20908100	Tax on certain individuals based on race, color, religion, ethnicity, that's all in the law now.
20908100	20912100	And this is adding gender identity to that crime.
20912100	20920100	The underlying bill contains one to driver's licenses and two to the use of.
20921100	20925100	Private spaces in public.
20925100	20932100	Public entity bathrooms and lockers and so forth. And I don't believe it's to remain to that.
20936100	20941100	We're back on the bill. You have the floor representative. Thank you, Mr. Chair.
20942100	20943100	Darn.
20943100	20953100	Well, I do hope that since it seems like this is on the fast track to passage and becoming law.
20953100	20957100	I do hope that we will consider the unintended consequences that were mentioned earlier.
20957100	20962100	And that if we're truly looking to protect all cans and not just those.
20963100	20974100	We're looking to protect all cans and we'll make sure to enact hate crimes legislation in a separate bill later on.
20974100	20985100	You know, I got involved in this whole political process because I was represented by someone who I believed after talking to folks across my district helping others.
20986100	20994100	Who were running for school board and city council and state legislature that the for the person that represented me was out of touch with our district.
20994100	20998100	The person before him was the former chair of judiciary.
20998100	21007100	And I think that people oftentimes forget that our former my district went from our former representative Lance Kenzer and former representative Randy Powell.
21007100	21010100	To a very proud.
21010100	21011100	Out.
21011100	21012100	Young.
21012100	21013100	Democrat.
21014100	21017100	And so as we continue to see change in the state.
21017100	21025100	I hope that you will continue to listen to the people that you're elected to represent as was so eloquently stated last year by one of our colleagues from Wichita.
21025100	21033100	We truly do spend some a little bit too much time listening to listening to one another in this building instead of the people that sent us here.
21033100	21040100	I hope that you will vote no on how substitute for Senate bill 244. Thank you, Mr. Chair.
21041100	21044100	Is there further discussion the chair recognizes represent boatman.
21044100	21065100	Thank you, Chair.
21066100	21085100	And thank you, first of all, foremost to all of the staff for your time and energy in making this long debate as possible as productive as it could be.
21085100	21101100	Secondly, I have sat here for five and a half hours and listened to this entire room debate my humanity and my ability to participate in the most basic functions of society.
21101100	21114100	And from the bottom of my heart, I hope none of you have to ever sit through something like that.
21115100	21120100	I've been elected official for 20 days. This is my 20th day.
21124100	21127100	In those 20 days.
21127100	21136100	Among other things I have sat and listened in presentations with.
21136100	21141100	Very dense presentation set times lots of good at valuable information.
21141100	21146100	For instance, there was a very good presentation about the state of capers.
21146100	21154100	And what we are doing to take care of our state employees and retirees.
21155100	21183100	I went to a informational luncheon and learned a lot of new information about the health of rural Kansans and the struggles that often come with access to health care outside of urban centers.
21183100	21192100	I sit on four committees. None of them are the queer committee.
21192100	21208100	I've sat in a hearing about pesticides. I have never thought I would be more interested in pesticides than I was the past couple of days.
21208100	21232100	I've sat in a hearing about adding fetal alcohol spectrum disorder to disabilities class so that students with FASD are able to access effective education.
21232100	21250100	I've sat in hearings about whether we should allow chaplains either on a paid or voluntary status into our public schools to provide moral and religious support to our students.
21251100	21268100	I sat in another hearing where we debated whether or not we were going to offer our Kansas students effective mental health services while they're in school.
21268100	21275100	That's what I have done on my days outside of this chamber.
21275100	21283100	In fact, today, this morning, I sat in a two hour hearing about crypto kiosks.
21283100	21291100	And if anybody likes to go down a rabbit hole, I suggest that one.
21291100	21309100	But there was some real serious discussions going on about protecting our most vulnerable Kansans, the elderly who are vulnerable to scams, especially when it comes to technology.
21310100	21326100	Our kids and parental rights and the right for parents to make good informed decisions about how they want their children to be raised.
21326100	21333100	And then I come to the floor.
21333100	21343100	And I've had the opportunity to vote on a performative bill to denounce the United Nations.
21343100	21353100	A worldwide organization originally proposed by Franklin D. Roosevelt.
21353100	21368100	That's a vote on a resolution for the Constitution of states, as if we're in some Orwellian version of Gone with the Wind.
21368100	21372100	And then today.
21372100	21386100	Now, while I am somewhat flattered that this chamber seems so obsessed with me.
21386100	21398100	I want to take this opportunity to apologize to my constituents for this massive waste of time.
21398100	21401100	And tax payer money.
21401100	21412100	This bill, whether it passes or not, has already cost taxpayers thousands of dollars, all of us sitting here all day long.
21412100	21420100	We've made a lampoon, a procedure and due process.
21420100	21440100	And flippant arguments such as we've already talked about this before is not a legitimate reason to short circuit democracy.
21440100	21457100	Now, I think my colleagues have aptly and repeatedly demonstrated through both their words and their votes that this bill is not about children's safety and privacy.
21457100	21464100	It is not about women's safety.
21464100	21470100	It's not about protecting victims of violence.
21470100	21475100	It's certainly not about doing the business of the people.
21475100	21489100	Even the arguments in favor of accurate documents to assist law enforcement are dubious at best.
21489100	21504100	What this bill is about is about sending a very clear message to people who are transgender that you are not welcome and you are not safe here.
21504100	21528100	It's about making participation in society as perilous and as punitive as humanly possible for transgender canons or just people who visit Kansas.
21528100	21537100	I did not come here to debate my right to life.
21537100	21549100	I came here because I live in a working class district and working class districts deserve working class representation.
21549100	21553100	A little bit about my district.
21553100	21555100	I'm from House District 86.
21555100	21560100	That's in the southeast portion of Wichita.
21560100	21566100	In my district, there are nine educational facilities.
21566100	21572100	There's a juvenile correctional facility.
21572100	21580100	There are 1,400 veterans in my district.
21580100	21587100	25% of the population of my district is Hispanic.
21587100	21596100	District 86's median income is two thirds that of the average of Kansas and the United States.
21596100	21608100	20% of my district lives below the poverty line and that includes 27% of children in my district.
21608100	21619100	The high school graduation rate of my district is 80%.
21619100	21633100	I am a college graduate who has chosen to stay in Kansas and do what I can to make this a great place to live.
21633100	21639100	So amidst the ongoing brain drain of Kansas.
21639100	21644100	Am I a boon to Kansas?
21644100	21649100	Or am I a danger?
21649100	21653100	I'm a United States Air Force veteran.
21653100	21662100	And ever since Brownback rescinded protections for LGBTQ state employees.
21662100	21668100	I have always wondered as a veteran, am I revered and honored?
21668100	21677100	Or am I just disparaged and cast aside as a trans person?
21677100	21686100	I'm an elected official, like almost everybody in this room.
21686100	21691100	Am I afforded all of the rights and responsibilities of an elected official?
21691100	21703100	Or do I need to just go waste my time at facilities asking where I'm allowed to take a dump?
21703100	21708100	Regardless of the answer to those questions, I am here to do real work.
21708100	21712100	I am here to find ways to keep Kansans in their homes.
21712100	21717100	I'm here to make health care affordable and accessible for Kansans and their families.
21717100	21725100	I'm here to hopefully strengthen public education for all of our children, including those in special ed.
21725100	21743100	I'm here to advocate for a livable wage for Kansans so that they can afford the rising prices and costs of literally everything.
21743100	21753100	We owe it to our constituents to spend our time and their treasure on laws that strengthen our families and our state as a whole.
21753100	21761100	And not on culture war nonsense that pits Kansans against each other unnecessarily.
21761100	21775100	I desperately want to believe that this collection of adults is astute enough to drop this bill, vote no, and focus on helpful legislation.
21775100	21781100	Instead of harmful legislation, I guess we'll see.
21782100	21797100	Thank you chair. Is there any further discussion? Seeing none, Representative Humphries, you may close.
21797100	21804100	Thank you. Quick announcement. We're not having judiciary committee.
21804100	21808100	Not to cancel that so.
21808100	21813100	Okay, thank you all for the discussion.
21813100	21831100	I will make this as quick as I can, but I cannot not talk about a few points because there has been false information and false narratives misinformation that's going on today and I just must address it.
21831100	21841100	First of all, this is not about a fiscal note. I'm asking you, what do you think the fiscal note might be? I know there's not one. I understand that.
21841100	21851100	But if you think about what it might be, this does not require any construction. Okay, so that.
21851100	21864100	This is not about skirting the rules, which I heard today. All the rules and procedures were followed. They might be just tasteful to some, but they were followed.
21864100	21871100	This is not about what a person looks like or the identity that they claim.
21872100	21886100	I want to tell you what it is about. It is about joining 19 other states who have passed this sort of legislation. The most recent was Texas.
21886100	21891100	One of the fastest growing states in our nation.
21891100	21901100	What this bill does, it restores clarity for administrators and our schools. They want to know what to do about this and this gives them clarity.
21901100	21910100	It reaffirms that this is how most government buildings are already structured with a male restroom and a female restroom.
21910100	21915100	That's how our government, by far, the majority of the government buildings are structured that way.
21916100	21928100	This is about the most recent poll across the country that a majority of Americans agree that men and women should have separate spaces.
21929100	21943100	And then something I really want to know, and this is probably the thing that's troubled me the most, is that we've heard this isn't harming what we're doing.
21943100	21949100	It's not harming anybody. Why aren't why are we doing this? And I want to tell you, I don't have a prop.
21949100	21965100	I have pages of list of sexual assaults that have happened across the country in restrooms.
21965100	21978100	For the sake of everyone, I'm not going to go into detail, but I have pages with lists on them of news articles and things that have happened across the country and in Kansas.
21978100	21987100	So there is harm going on because we don't have this bill in place because right now anyone can walk in any bathroom.
21987100	21993100	This is about making it really clear who can go in each restroom.
21993100	22002100	This is about making it clear that states have a duty to protect the privacy and the safety of women.
22002100	22008100	That's what this is about, the privacy and safety of women.
22008100	22021100	This is about the fact that all Kansasans have value because all are made in the image of God, all the born and the unborn.
22021100	22033100	This is about the legislative intent because that was part of it. This is what the legislature, that first part of the bill, it's about clarifying our legislative intent.
22033100	22039100	This is about accuracy. This is about biology.
22039100	22046100	And the last thing I'll say is this is about truth.
22046100	22057100	So, Mr. Chair, I move that when the committee rises in reports, the report Senate Bill 244 as amended favorably for passage.
22057100	22065100	You've heard the motion from Representative Humphries to report, substitute for Senate Bill 244 favorably.
22065100	22069100	All those in favor signify by saying aye.
22069100	22073100	All opposed nay.
22073100	22079100	The ayes appear to have it. The ayes do have it. The motion passes.
22079100	22084100	This concludes our general orders. The chair recognizes the majority leader for a motion.
22084100	22087100	Mr. Chair, move your ayes and report.
22087100	22092100	You've heard the motion of the rise and report. All in favor signify by saying aye.
22092100	22112100	Ayes no. The motion passes.
22112100	22115100	The clerk will read the committee report.
22116100	22121100	Mr. Speaker, your committee, the whole recommends that sub SB244 be passed as amended.
22121100	22125100	Speaker recognizes representing Proctor to adopt the committee of the whole report.
22125100	22129100	Thank you, Mr. Speaker. I move the adoption of the committee report.
22129100	22134100	You've heard the motion to adopt the committee report. All those in favor signify by saying aye.
22134100	22139100	All opposed no. The ayes have it. The committee report is adopted.
22146100	22151100	Speaker recognizes representing Croft for a motion.
22151100	22159100	Mr. Speaker pursuant to House Rule 2306, I move that House Bill 213 to be withdrawn from the calendar under the order of business.
22159100	22163100	General orders and be referred to the committee on child welfare and foster care.
22163100	22167100	You've heard the motion. All those in favor signify by saying aye.
22167100	22174100	All opposed no. Motion passes.
22174100	22188100	Mr. Speaker, pursuant to House Rule 2306, I move that HCR 5015 be withdrawn from the calendar under the order of business and general orders and be referred to the committee on education.
22188100	22192100	You've heard the motion. All those in favor signify by saying aye.
22192100	22197100	Opposed no. The ayes have it. Motion passes.
22197100	22201100	Mr. Speaker recognizes representing Croft for another motion.
22201100	22214100	Mr. Speaker pursuant to House Rule 23311, I move that emergency be declared that it's Senate Bill 24 or be advanced to the order of business final action on bills and concurrent resolutions.
22214100	22218100	You've heard the motion. All those in favor signify by saying aye.
22218100	22222100	Opposed no.
22222100	22229100	The ayes appear to have it. The ayes do have it. The motion passes.
22229100	22249100	The vision has been called the clerk will open the roll.
